shape,changeType,blockNum,trialID,response,confidence,rt,subjectID,experimentName,experimentVersion,experimentTime,studyID,sessionID,browserName,browserVersion,displayWindowHeight,displayWindowWidth,displayScreenHeight,displayScreenWidth,change_key,gender,age,taskGuess,purposeGuess,commentText,totalTime,collapsedChange,correctAnswer,fullShapeName,responded_correctly,count,analysisChangeType
shape3,no_change4,11,101,same,7,1319.5,5a0a49e05d06850001affa34,ducktruck,v001,1109249.0,60e37abdc60a8398fd63c9e4,60ef267969abf9b958d0675a,Chrome,91,742,1519,864,1536,q, -- select an option -- ,,"Watch a video and see if the shape changes. If it does, press P. If it doesn't, press Q. Rate the confidence you have in each answer.",To see how subtle changes affect people's decisions and confidence in those decisions.,,1122786.9,no_change,same,shape3_no_change4,1,1,none
shape4,concave_nofill_area2,11,102,different,9,895.8,5a0a49e05d06850001affa34,ducktruck,v001,1109249.0,60e37abdc60a8398fd63c9e4,60ef267969abf9b958d0675a,Chrome,91,742,1519,864,1536,q, -- select an option -- ,,"Watch a video and see if the shape changes. If it does, press P. If it doesn't, press Q. Rate the confidence you have in each answer.",To see how subtle changes affect people's decisions and confidence in those decisions.,,1122786.9,concave_nofill_area2,different,shape4_concave_nofill_area2,1,1,concave_nofill
shape5,no_change6,11,103,different,6,1000.2,5a0a49e05d06850001affa34,ducktruck,v001,1109249.0,60e37abdc60a8398fd63c9e4,60ef267969abf9b958d0675a,Chrome,91,742,1519,864,1536,q, -- select an option -- ,,"Watch a video and see if the shape changes. If it does, press P. If it doesn't, press Q. Rate the confidence you have in each answer.",To see how subtle changes affect people's decisions and confidence in those decisions.,,1122786.9,no_change,same,shape5_no_change6,0,1,none
shape7,concave_area2,11,104,different,7,904.5,5a0a49e05d06850001affa34,ducktruck,v001,1109249.0,60e37abdc60a8398fd63c9e4,60ef267969abf9b958d0675a,Chrome,91,742,1519,864,1536,q, -- select an option -- ,,"Watch a video and see if the shape changes. If it does, press P. If it doesn't, press Q. Rate the confidence you have in each answer.",To see how subtle changes affect people's decisions and confidence in those decisions.,,1122786.9,concave_area2,different,shape7_concave_area2,1,1,concave
shape2,concave_nofill_area2,11,105,different,9,821.6,5a0a49e05d06850001affa34,ducktruck,v001,1109249.0,60e37abdc60a8398fd63c9e4,60ef267969abf9b958d0675a,Chrome,91,742,1519,864,1536,q, -- select an option -- ,,"Watch a video and see if the shape changes. If it does, press P. If it doesn't, press Q. Rate the confidence you have in each answer.",To see how subtle changes affect people's decisions and confidence in those decisions.,,1122786.9,concave_nofill_area2,different,shape2_concave_nofill_area2,1,1,concave_nofill
catch_shape,change5,11,106,different,9,3087.4,5a0a49e05d06850001affa34,ducktruck,v001,1109249.0,60e37abdc60a8398fd63c9e4,60ef267969abf9b958d0675a,Chrome,91,742,1519,864,1536,q, -- select an option -- ,,"Watch a video and see if the shape changes. If it does, press P. If it doesn't, press Q. Rate the confidence you have in each answer.",To see how subtle changes affect people's decisions and confidence in those decisions.,,1122786.9,change5,different,catch_shape_change5,1,1,none
shape1,concave_nofill_area2,11,107,different,6,1496.7,5a0a49e05d06850001affa34,ducktruck,v001,1109249.0,60e37abdc60a8398fd63c9e4,60ef267969abf9b958d0675a,Chrome,91,742,1519,864,1536,q, -- select an option -- ,,"Watch a video and see if the shape changes. If it does, press P. If it doesn't, press Q. Rate the confidence you have in each answer.",To see how subtle changes affect people's decisions and confidence in those decisions.,,1122786.9,concave_nofill_area2,different,shape1_concave_nofill_area2,1,1,concave_nofill
shape5,no_change3,0,0,same,9,11362.1,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape5_no_change3,1,1,none
shape1,no_change3,0,1,same,9,3330.0,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape1_no_change3,1,1,none
shape6,no_change4,0,2,same,9,3445.8,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape6_no_change4,1,1,none
shape2,concave_nofill_area2,0,3,different,6,4497.1,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_nofill_area2,different,shape2_concave_nofill_area2,1,1,concave_nofill
catch_shape,no_change5,0,4,same,9,2062.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,catch_shape_no_change5,1,1,none
shape4,convex_area2,0,5,different,1,5395.1,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,convex_area2,different,shape4_convex_area2,1,1,convex
shape8,convex_area1,0,6,different,4,3891.3,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,convex_area1,different,shape8_convex_area1,1,1,convex
shape3,no_change3,0,7,same,6,3675.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape3_no_change3,1,1,none
shape7,concave_area1,0,8,same,5,3543.8,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area1,different,shape7_concave_area1,0,1,concave
shape4,concave_area1,1,9,same,4,2351.6,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area1,different,shape4_concave_area1,0,1,concave
shape3,convex_area2,1,10,same,5,4531.4,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,convex_area2,different,shape3_convex_area2,0,1,convex
shape5,no_change2,1,11,same,4,2837.1,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape5_no_change2,1,1,none
shape7,concave_nofill_area2,1,12,different,8,2264.3,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_nofill_area2,different,shape7_concave_nofill_area2,1,1,concave_nofill
shape2,concave_area2,1,13,different,7,2499.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area2,different,shape2_concave_area2,1,1,concave
shape1,no_change1,1,14,same,6,3820.2,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape1_no_change1,1,1,none
catch_shape,no_change3,1,15,same,9,2215.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,catch_shape_no_change3,1,1,none
shape6,no_change1,1,16,same,6,1508.5,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape6_no_change1,1,1,none
shape8,concave_nofill_area2,1,17,different,8,1535.6,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_nofill_area2,different,shape8_concave_nofill_area2,1,1,concave_nofill
shape6,convex_area1,2,18,different,7,3869.8,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,convex_area1,different,shape6_convex_area1,1,1,convex
shape4,no_change2,2,19,same,7,2142.8,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape4_no_change2,1,1,none
shape8,concave_nofill_area1,2,20,different,8,1088.4,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_nofill_area1,different,shape8_concave_nofill_area1,1,1,concave_nofill
catch_shape,no_change6,2,21,different,9,2237.0,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,catch_shape_no_change6,0,1,none
shape7,no_change2,2,22,different,7,1131.6,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape7_no_change2,0,1,none
shape3,no_change5,2,23,different,6,2068.6,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape3_no_change5,0,1,none
shape5,concave_nofill_area2,2,24,different,8,1427.7,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_nofill_area2,different,shape5_concave_nofill_area2,1,1,concave_nofill
shape2,no_change5,2,25,different,7,1314.5,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape2_no_change5,0,1,none
shape1,no_change6,2,26,same,7,3691.1,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape1_no_change6,1,1,none
shape1,concave_nofill_area1,3,27,different,4,2753.7,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_nofill_area1,different,shape1_concave_nofill_area1,1,1,concave_nofill
shape7,no_change1,3,28,same,5,6968.3,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape7_no_change1,1,1,none
catch_shape,no_change4,3,29,same,8,4835.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,catch_shape_no_change4,1,1,none
shape2,no_change6,3,30,same,6,2527.1,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape2_no_change6,1,1,none
shape3,no_change1,3,31,same,6,1999.1,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape3_no_change1,1,1,none
shape4,convex_area1,3,32,same,6,1561.3,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,convex_area1,different,shape4_convex_area1,0,1,convex
shape8,no_change6,3,33,same,7,1585.0,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape8_no_change6,1,1,none
shape5,concave_area1,3,34,different,7,1197.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area1,different,shape5_concave_area1,1,1,concave
shape6,no_change6,3,35,same,6,1937.5,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape6_no_change6,1,1,none
shape1,no_change2,4,36,same,7,2108.2,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape1_no_change2,1,1,none
shape2,convex_area1,4,37,different,8,1167.2,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,convex_area1,different,shape2_convex_area1,1,1,convex
shape8,no_change1,4,38,same,6,1455.3,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape8_no_change1,1,1,none
catch_shape,no_change2,4,39,same,9,1753.4,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,catch_shape_no_change2,1,1,none
shape7,concave_area2,4,40,different,3,3054.8,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area2,different,shape7_concave_area2,1,1,concave
shape5,concave_area2,4,41,different,6,1228.3,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area2,different,shape5_concave_area2,1,1,concave
shape4,no_change5,4,42,same,7,1668.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape4_no_change5,1,1,none
shape6,concave_area1,4,43,different,2,3949.7,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area1,different,shape6_concave_area1,1,1,concave
shape3,no_change4,4,44,same,6,1518.2,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape3_no_change4,1,1,none
catch_shape,change1,5,45,different,9,2168.5,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,change1,different,catch_shape_change1,1,1,none
shape2,no_change4,5,46,same,7,2036.2,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape2_no_change4,1,1,none
shape8,concave_area1,5,47,different,7,2848.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area1,different,shape8_concave_area1,1,1,concave
shape3,no_change2,5,48,same,7,2331.4,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape3_no_change2,1,1,none
shape6,concave_nofill_area1,5,49,different,7,1899.9,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_nofill_area1,different,shape6_concave_nofill_area1,1,1,concave_nofill
shape1,concave_area1,5,50,different,5,1665.3,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area1,different,shape1_concave_area1,1,1,concave
shape7,no_change6,5,51,same,7,1455.6,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,no_change,same,shape7_no_change6,1,1,none
shape4,concave_area2,5,52,different,8,1949.3,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,concave_area2,different,shape4_concave_area2,1,1,concave
shape5,convex_area1,5,53,different,6,1094.1,5a2f0b6f4b60fe00019b1e12,ducktruck,v001,1006145.7,60e37abdc60a8398fd63c9e4,60ef293fdbd6fef11861d2e0,Chrome,91,932,1903,1080,1920,q, -- select an option -- ,,Tell whether or not shapes had changed.,"To determine if someone had been abducted by aliens.
(No idea.)",I am pretty sure I pushed the wrong key a few times towards the beginning. :(,1047807.0,convex_area1,different,shape5_convex_area1,1,1,convex
