"","shape","changeType","blockNum","trialID","response","confidence","rt","subjectID","experimentName","experimentVersion","experimentTime","studyID","sessionID","browserName","browserVersion","displayWindowHeight","displayWindowWidth","displayScreenHeight","displayScreenWidth","change_key","gender","age","taskGuess","purposeGuess","commentText","totalTime","collapsedChange","correctAnswer","fullShapeName","responded_correctly","count","analysisChangeType"
"1801","shape1","concave_area2",8,72,"different",5,1211,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_area2","different","shape1_concave_area2",1,1,"concave"
"1802","shape2","convex_area2",8,73,"different",9,1627,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area2","different","shape2_convex_area2",1,1,"convex"
"1803","shape3","concave_area1",8,74,"different",8,1005,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_area1","different","shape3_concave_area1",1,1,"concave"
"1804","shape5","no_change3",8,75,"same",8,2498,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"no_change","same","shape5_no_change3",1,1,"none"
"1805","shape7","concave_area1",8,76,"same",9,1138,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_area1","different","shape7_concave_area1",0,1,"concave"
"1806","shape4","concave_area2",8,77,"different",9,953,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_area2","different","shape4_concave_area2",1,1,"concave"
"1807","shape8","convex_area2",8,78,"different",9,3916,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area2","different","shape8_convex_area2",1,1,"convex"
"1808","catch_shape","change3",8,79,"different",9,1572,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"change3","different","catch_shape_change3",1,1,"none"
"1809","shape6","convex_area2",8,80,"different",9,1137,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area2","different","shape6_convex_area2",1,1,"convex"
"1810","shape3","concave_nofill_area1",9,81,"different",7,1455,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area1","different","shape3_concave_nofill_area1",1,1,"concave_nofill"
"1811","shape2","concave_area1",9,82,"different",9,1275,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_area1","different","shape2_concave_area1",1,1,"concave"
"1812","shape8","convex_area1",9,83,"different",9,1084,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area1","different","shape8_convex_area1",1,1,"convex"
"1813","shape1","concave_nofill_area1",9,84,"different",9,1340,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area1","different","shape1_concave_nofill_area1",1,1,"concave_nofill"
"1814","shape7","convex_area2",9,85,"different",9,1368,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area2","different","shape7_convex_area2",1,1,"convex"
"1815","shape5","convex_area2",9,86,"different",9,1290,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area2","different","shape5_convex_area2",1,1,"convex"
"1816","shape6","concave_area2",9,87,"different",9,1226,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_area2","different","shape6_concave_area2",1,1,"concave"
"1817","shape4","convex_area1",9,88,"different",9,1111,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area1","different","shape4_convex_area1",1,1,"convex"
"1818","catch_shape","change4",9,89,"different",9,1027,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"change4","different","catch_shape_change4",1,1,"none"
"1819","shape5","concave_nofill_area1",10,90,"different",9,969,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area1","different","shape5_concave_nofill_area1",1,1,"concave_nofill"
"1820","shape2","concave_nofill_area2",10,91,"different",9,917,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area2","different","shape2_concave_nofill_area2",1,1,"concave_nofill"
"1821","shape1","convex_area1",10,92,"different",9,1002,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area1","different","shape1_convex_area1",1,1,"convex"
"1822","shape4","convex_area2",10,93,"different",9,1080,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area2","different","shape4_convex_area2",1,1,"convex"
"1823","shape3","convex_area2",10,94,"different",7,3337,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area2","different","shape3_convex_area2",1,1,"convex"
"1824","shape7","convex_area1",10,95,"different",8,1278,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area1","different","shape7_convex_area1",1,1,"convex"
"1825","shape6","concave_nofill_area1",10,96,"different",9,956,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area1","different","shape6_concave_nofill_area1",1,1,"concave_nofill"
"1826","shape8","concave_area1",10,97,"different",8,1477,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_area1","different","shape8_concave_area1",1,1,"concave"
"1827","catch_shape","change5",10,98,"different",9,1412,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"change5","different","catch_shape_change5",1,1,"none"
"1828","shape1","concave_nofill_area2",11,99,"different",9,1561,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area2","different","shape1_concave_nofill_area2",1,1,"concave_nofill"
"1829","shape2","concave_area2",11,100,"different",9,1464,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_area2","different","shape2_concave_area2",1,1,"concave"
"1830","shape5","concave_nofill_area2",11,101,"different",9,1685,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area2","different","shape5_concave_nofill_area2",1,1,"concave_nofill"
"1831","shape3","concave_nofill_area2",11,102,"different",5,3130,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area2","different","shape3_concave_nofill_area2",1,1,"concave_nofill"
"1832","shape6","convex_area1",11,103,"different",7,1722,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"convex_area1","different","shape6_convex_area1",1,1,"convex"
"1833","shape4","concave_nofill_area2",11,104,"different",9,1087,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area2","different","shape4_concave_nofill_area2",1,1,"concave_nofill"
"1834","shape7","concave_nofill_area2",11,105,"different",9,1182,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area2","different","shape7_concave_nofill_area2",1,1,"concave_nofill"
"1835","catch_shape","change6",11,106,"different",9,983,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"change6","different","catch_shape_change6",1,1,"none"
"1836","shape8","concave_nofill_area2",11,107,"different",9,1078,"5bc0ac845a09ea00012e2d30","ducktruck","v001",1437029,"60e37abdc60a8398fd63c9e4","60ef331010ad7f12bc90cc69","Firefox",89,1335,2543,1440,2560,"q"," -- select an option -- ",NA,"A shape passes behind a square and I had to press either P or Q depending on if I noticed a difference between the shape before & after it was behind the square or not.","Examining recall ability and confidence.","",1445327,"concave_nofill_area2","different","shape8_concave_nofill_area2",1,1,"concave_nofill"
"1837","shape1","no_change3",0,0,"same",8,6622,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape1_no_change3",1,1,"none"
"1838","shape2","no_change1",0,1,"same",8,1958,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape2_no_change1",1,1,"none"
"1839","shape3","no_change2",0,2,"same",8,2287,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape3_no_change2",1,1,"none"
"1840","shape6","no_change2",0,3,"same",8,1933,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape6_no_change2",1,1,"none"
"1841","shape7","no_change2",0,4,"same",8,1918,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape7_no_change2",1,1,"none"
"1842","shape4","no_change1",0,5,"same",9,1300,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape4_no_change1",1,1,"none"
"1843","shape8","no_change2",0,6,"same",9,1929,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape8_no_change2",1,1,"none"
"1844","catch_shape","no_change1",0,7,"same",9,1457,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","catch_shape_no_change1",1,1,"none"
"1845","shape5","no_change2",0,8,"same",8,2220,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape5_no_change2",1,1,"none"
"1846","shape1","concave_area1",1,9,"different",9,1695,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"concave_area1","different","shape1_concave_area1",1,1,"concave"
"1847","shape3","no_change3",1,10,"same",8,1120,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape3_no_change3",1,1,"none"
"1848","shape2","no_change2",1,11,"same",7,1418,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape2_no_change2",1,1,"none"
"1849","shape5","no_change3",1,12,"same",8,1360,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape5_no_change3",1,1,"none"
"1850","shape4","no_change2",1,13,"same",9,1358,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape4_no_change2",1,1,"none"
"1851","shape7","no_change3",1,14,"different",7,1545,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape7_no_change3",0,1,"none"
"1852","shape6","no_change1",1,15,"same",8,1262,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape6_no_change1",1,1,"none"
"1853","shape8","no_change1",1,16,"same",8,889,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape8_no_change1",1,1,"none"
"1854","catch_shape","no_change2",1,17,"same",8,2877,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","catch_shape_no_change2",1,1,"none"
"1855","shape6","convex_area1",2,18,"different",9,1236,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"convex_area1","different","shape6_convex_area1",1,1,"convex"
"1856","shape1","no_change2",2,19,"same",8,926,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape1_no_change2",1,1,"none"
"1857","shape2","no_change4",2,20,"same",9,1075,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape2_no_change4",1,1,"none"
"1858","shape4","concave_area2",2,21,"different",9,993,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"concave_area2","different","shape4_concave_area2",1,1,"concave"
"1859","shape3","no_change1",2,22,"same",7,1000,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape3_no_change1",1,1,"none"
"1860","shape8","no_change4",2,23,"different",7,1441,"5bf1e7f456a321000106fc6d","ducktruck","v001",877258,"60e37abdc60a8398fd63c9e4","60ef25c28b648ffd2a0e6532","Firefox",89,798,1519,864,1536,"q"," -- select an option -- ",NA,"If the shape before the curtain and the shape after were the same, then press Q, otherwise, if they are different, press P.","Testing attention to fine detail, and maybe seeing if it improves over constant use.","It all worked fine.",908181,"no_change","same","shape8_no_change4",0,1,"none"
